participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
170	hwoarang	South Korea	men	Hwoarang sees one man as his rival: Jin Kazama. Jin, CEO of the Mishima Zaibatsu, declared war against the world, and in the ensuing turmoil vanished suddenly, without a trace. Suspecting there is more to Jin's disappearance than meets the eye, Hwoarang vowed to track him down. With only a shred of reliable information at hand, he headed to the Middle East. After a series of dead leads, Hwoarang heard word that a demon had appeared in a town. Without a second thought, he got on his motorcycle and hammered down there. When he arrived, the place had been deserted, save for Jin Kazama in his devil form.	Come at me! I'll take you down.	For a Male	He is the Taekwondo student of Baek Doo San, and entered the third Tournament to get revenge for his master.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English	Spanish			Female	Female	White, Hispanic	Hispanic + White	Usa/Spain	US American + Spanish	I'm dual national	4	3	5	6	1	5	4	2	4	7	1	4	2	4	2	4	4	5	4	4	4	5	2	6	1	1	3
170	jack7	Russia	men	It was no secret that G Corporation was locked in a power struggle with the Mishima Zaibatsu. However, within G Corp itself, another battle was raging: the battle to create the ultimate next-gen humanoid weapon. On one side was the development team behind the Jack series led by Jane; on the other was the research team responsible for Gigas, a bio-enhanced super human. With his massive size and uncanny mobility, Gigas was hailed for his versatility in combat, and some saw him as more than capable of dislodging the Jack series from its position as G Corp's premier weapon. Both teams entered their weapons into the King of Iron Fist Tournament to decide once and for all which was the best.	…	For Duty	The various Jack models were originally created by the Mishima Zaibatsu and G Corporation for different purposes.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English	Spanish			Female	Female	White, Hispanic	Hispanic + White	Usa/Spain	US American + Spanish	I'm dual national	2	4	3	1	5	5	4	7	5	7	1	4	5	2	4	4	3	1	3	4	1	2	7	4	1	1	1
170	guile	United States of America	men	If you know anything about Street Fighter, chances are you've come across this all-American air force pilot and his flat-top haircut before. Guile returns in Street Fighter V seeking a comrade he previously believed dead.	No need for talk. Let's do this!	For Duty	He is a major in the United States Air Force whose goal is to finish the criminal organization Shadaloo.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English	Spanish			Female	Female	White, Hispanic	Hispanic + White	Usa/Spain	US American + Spanish	I'm dual national	3	4	3	4	3	4	4	6	4	7	2	4	3	3	4	4	4	4	4	4	4	4	4	4	1	1	2
170	josie	Philippines	women	Josie Rizal tried her best to support her family by balancing two jobs. One as a model, and one as a professional kickboxer. One day, while she was out running on her usual training course along the mountain roads, she was suddenly confronted by an enormous, hairy creature! Josie screamed, and then fled half in tears, but the creature remained hot on her heels. Realizing she had little chance of escape, Josie abruptly came to a halt, then turned trembling, to face her feral foe…	I got this!	For a Male	She reluctantly agrees to her parents expectations and train Kickboxing.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English	Spanish			Female	Female	White, Hispanic	Hispanic + White	Usa/Spain	US American + Spanish	I'm dual national	4	2	6	6	3	6	4	6	6	2	4	4	2	4		4	3	3	3	4	6	7	3	6			
170	feng	China	men	Feng Wei had always abided by what was written on the God Fist scroll: 'Defeat all other masters and conquer their styles; the perfect warrior transcends all to become the Dragon God.' Having fought masters of many different styles, Feng returned to his childhood training ground to continue his intense training regime. Then one day, an unexpected visitor appeared before Feng: a mysterious man who exuded strength. When the man made it clear that his desire was to fight, Feng had no reason to refuse. He accepted his opponent's challenge in silence, and prepared to battle.	Come on!	Dominance	He seeks the secrets of the God Fist scrolls that were stolen by the Mishima family.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English	Spanish			Female	Female	White, Hispanic	Hispanic + White	Usa/Spain	US American + Spanish	I'm dual national	3	3	4	4	2	6	4	6	5	7	3	4	3	4	4	4	4	4	3	4	3	3	4	4	1	1	1
435	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	daily	no	occasionally	English				Male	Male	Native American	Native American	American Indian	Native American	Thanks for the hit.	5	1	7	7	1	1	4	2	7	7	1	1	1	7	2	7	7	7	7	7	7	1	1	6	7	7	7
435	ed	Unknown	men	Last seen in Balrog's ending in Super Street Fighter IV, Ed is a fleet-footed boxer who is infused with psycho power. His body ages faster than normal due to the modifications he received at the hands of S.I.N.	Well ain't you a high def picture of strength. I'm shakin' here.	For Duty	He is the protégé of Balrog, a potential substitute body for M. Bison.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	daily	no	occasionally	English				Male	Male	Native American	Native American	American Indian	Native American	Thanks for the hit.	6	6	6	6	3	2	2	3	2	6	2	6	2	6	6	6	6		6	6	5	2	1	4	7	6	6
435	shaheen	Saudi Arabia	men	Shaheen works for a private military firm specializing in the provision of security services. During his time in the army, he earned a reputation as an expert in one-on-one combat. One day, his friend and owner of a company involved in the oil industry died suddenly under mysterious circumstances. In the postmortem the death was listed as accidental, but Shaheen suspected foul play when his friend's company was suddenly bought by G Corporation and the management, all family members, resigned. He began to investigate the matter, and a relative of a close friend confided in him that a demonic man was pulling the strings at G Corp: Kazuya Mishima. Shaheen struggled to believe a real demon could exist, but his investigations revealed that Kazuya could be worse than any of hell's creations. Shaheen was torn: Should he take revenge for his friend's death by destroying that demon, or not? Wracked with doubt, he embarked on a solo mission to infiltrate G Corp.	I do not wish to hurt you, but I will fight if I must.	For Duty	He is a bodyguard for a Private Military Company, who is tasked in protecting key figures in the world.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	daily	no	occasionally	English				Male	Male	Native American	Native American	American Indian	Native American	Thanks for the hit.	6	2	6	7	2	1	6	2	6	4	7	2	5	6	2	6	2	7	6	7	4	5	2	6	6	2	2
435	zeku	Japan	men	First appearing in Guy's ending for Street Fighter Alpha II, Zeku is the 38th successor of Bushinryu. Using a special ninja technique, he can reverse his aging to become young again.	Lets party! If you think you can keep up.	Unclear	He was formerly a grandmaster but after being succeeded by his pupil, he set out on a journey of self-discovery.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	daily	no	occasionally	English				Male	Male	Native American	Native American	American Indian	Native American	Thanks for the hit.	5	5	5	6	1	3	2	2	3	7	5	2	2	6	6	2	6	6	5	5	6	2	1	2	2	2	2
435	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	daily	no	occasionally	English				Male	Male	Native American	Native American	American Indian	Native American	Thanks for the hit.	7	2	6	7	1	2	2	2	7	6	2	7	7	6	1	7	6	7	7	7	7	6	1	7	7	2	2
17	vega	Spain	men	As perhaps the most narcissistic man in the Street Fighter universe, Vega dresses like a matador but fights like a ninja. He cares only for beauty and despises anyone he considers ugly.	Let my beauty intoxicate you.	For Duty	He is a claw-wielding, narcissistic, Spanish ninja, obsessed with beauty and personal bodyguard to M. Bison.	yes	yes	25-34	some_college	no	sfv	yes	yes	weekly	occasionally	occasionally	English	Spanish			Male	Male	Latino	Latinx	Usa	US American		4	3	4	6	1	6	4	6	5	5	2	2	3	3	2	3	2	3	2	2	4	4	2	6	2	2	4
17	kazumi	Japan	women	Kazumi Mishima, wife of Heihachi Mishima, is well versed in Hachijyo Karate. She was childhood friends with her husband Heihachi and eventually they fell in love. Through their love they birthed a healthy young boy. Fast forward a few years later, Heihachi would become the head of a huge organization called the Mishima Zaibatsu, with plans to conquer the world. Kazumi loved Heihachi unconditionally, but at the same time he was beginning to feel dangerous. In this state, Heihachi threw the world into a war and Kazumi took it upon herself to stop him.	I will teach you the meaning of fear.	Save the World	She married to Heihachi because her clan foresaw his attempted world domination in the future and sent her to kill him.	yes	yes	25-34	some_college	no	sfv	yes	yes	weekly	occasionally	occasionally	English	Spanish			Male	Male	Latino	Latinx	Usa	US American		5	6	3	5	1	5	3	2	1	4	5	3	4	4	2	5	4	6	3	4	3	5	2	6	1	1	6
17	birdie	United Kingdom	men	With a history that dates back to the original Street Fighter, Birdie’s appearance has changed dramatically over the years. He’s gone from being a muscular brute in the Alpha series to a beer bellied glutton in Street Fighter V.	Oi! It ain't too late to run home to Mum, now!	Antisocial	He is a hulking black British punk rocker who fights using chains.	yes	yes	25-34	some_college	no	sfv	yes	yes	weekly	occasionally	occasionally	English	Spanish			Male	Male	Latino	Latinx	Usa	US American		2	6	2	2	6	7	4	6	3	5	2	7	7	2	5	4	2	4	2	2	2	1	6	2	1	1	1
17	lars	Sweden	men	A former officer of the Mishima Zaibatsu's special military unit, the Tekken Force, Lars enacted a coup d'état and rebelled against his former employer. Lars continues to fight despite the loss of his fallen comrades, and his bloody rebellion is nowhere near finished.	Think you can stop me?	For Duty	He is a member of the Tekken Force paramilitary unit, confronting the corrupt Mishima Zaibatsu corporation.	yes	yes	25-34	some_college	no	sfv	yes	yes	weekly	occasionally	occasionally	English	Spanish			Male	Male	Latino	Latinx	Usa	US American		2	4	5	6	1	7	6	5	5	5	5	4	1	5	3	4	4	4	1	4	4	1	1	5	1	1	5
17	lee	Japan	men	The adopted son of Heihachi Mishima, raised to be a rival for Kazuya Mishima. After abandoning the Zaibatsu for various reasons, he ended up idling his time away in the Bahamas as manager of his own company… until a certain event disturbed his permanent vacation and entwined his fate with the Zaibatsu once again.	Leave it to me. I won't disappoint.	For a Male	He is embroiled in a one-sided rivalry with his adoptive brother, Kazuya Mishima.	yes	yes	25-34	some_college	no	sfv	yes	yes	weekly	occasionally	occasionally	English	Spanish			Male	Male	Latino	Latinx	Usa	US American		1	3	5	5	1	1	3	2	2	2	6	4	2	5	3	4	4	6	4	4	4	5	2	5	1	1	4
12	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	35-44	bachelors	no	sfv	yes	yes	daily	no	no	English				Male	Male	Caucasian	White	Usa	US American	It all went smoothly.	1	1	6	7	2	6	3	6	4	6	1	2	1	5	2	5	6	2	2	5	6	5	1	4	1	2	4
12	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	yes	yes	35-44	bachelors	no	sfv	yes	yes	daily	no	no	English				Male	Male	Caucasian	White	Usa	US American	It all went smoothly.	2	3	4	5	1	6	2	6	3	7	1	2	3	6	4	5	5	2	2	5	4	1	2	2	3	7	7
12	kazuya	Japan	men	Kazuya was raised as the heir to the Mishima Zaibatsu, but rebelled against his father Heihachi. After awakening the power of the devil within him, he's finally able to control it.	It's time for you to meet your end!	For a Male	He seeks to take revenge against his father for having thrown him down a cliff years prior.	yes	yes	35-44	bachelors	no	sfv	yes	yes	daily	no	no	English				Male	Male	Caucasian	White	Usa	US American	It all went smoothly.	4	5	4	3	2	2	2	5	2	4	5	2	4	7	2	6	6	4	5	5	3	2	1	5	3	1	2
12	lee	Japan	men	The adopted son of Heihachi Mishima, raised to be a rival for Kazuya Mishima. After abandoning the Zaibatsu for various reasons, he ended up idling his time away in the Bahamas as manager of his own company… until a certain event disturbed his permanent vacation and entwined his fate with the Zaibatsu once again.	Leave it to me. I won't disappoint.	For a Male	He is embroiled in a one-sided rivalry with his adoptive brother, Kazuya Mishima.	yes	yes	35-44	bachelors	no	sfv	yes	yes	daily	no	no	English				Male	Male	Caucasian	White	Usa	US American	It all went smoothly.	3	5	4	5	1	2	3	2	2	2	7	1	5	4	1	6	5	6	5	6	6	7	2	7	2	2	2
12	jack7	Russia	men	It was no secret that G Corporation was locked in a power struggle with the Mishima Zaibatsu. However, within G Corp itself, another battle was raging: the battle to create the ultimate next-gen humanoid weapon. On one side was the development team behind the Jack series led by Jane; on the other was the research team responsible for Gigas, a bio-enhanced super human. With his massive size and uncanny mobility, Gigas was hailed for his versatility in combat, and some saw him as more than capable of dislodging the Jack series from its position as G Corp's premier weapon. Both teams entered their weapons into the King of Iron Fist Tournament to decide once and for all which was the best.	…	For Duty	The various Jack models were originally created by the Mishima Zaibatsu and G Corporation for different purposes.	yes	yes	35-44	bachelors	no	sfv	yes	yes	daily	no	no	English				Male	Male	Caucasian	White	Usa	US American	It all went smoothly.	2	5	2	2	2	7	4	7	5	7	1	2	5	4	5	4	4	1	1	3	2	1	5	2	1	5	3
558	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	Hindi	English	Malayalam	Male	Male	Asian	Asian	India	Indian	Nice Game Survey I Love to play the game everyday	6	2	6	6	2	6	6	2	2	2	6	2	2	2	6	6	6	6	2	6	2	6	2	3	6	6	6
558	ed	Unknown	men	Last seen in Balrog's ending in Super Street Fighter IV, Ed is a fleet-footed boxer who is infused with psycho power. His body ages faster than normal due to the modifications he received at the hands of S.I.N.	Well ain't you a high def picture of strength. I'm shakin' here.	For Duty	He is the protégé of Balrog, a potential substitute body for M. Bison.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	Hindi	English	Malayalam	Male	Male	Asian	Asian	India	Indian	Nice Game Survey I Love to play the game everyday	6	6	2	6	6	6	2	2	2	6	2	2	6	2	2	6	6	6	2	6	2	2	2	6	6	6	6
558	vega	Spain	men	As perhaps the most narcissistic man in the Street Fighter universe, Vega dresses like a matador but fights like a ninja. He cares only for beauty and despises anyone he considers ugly.	Let my beauty intoxicate you.	For Duty	He is a claw-wielding, narcissistic, Spanish ninja, obsessed with beauty and personal bodyguard to M. Bison.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	Hindi	English	Malayalam	Male	Male	Asian	Asian	India	Indian	Nice Game Survey I Love to play the game everyday	2	2	6	6	2	2	2	2	2	2	6	2	2	2	2	6	6	6	6	6	6	2	2	6	6	6	6
558	guile	United States of America	men	If you know anything about Street Fighter, chances are you've come across this all-American air force pilot and his flat-top haircut before. Guile returns in Street Fighter V seeking a comrade he previously believed dead.	No need for talk. Let's do this!	For Duty	He is a major in the United States Air Force whose goal is to finish the criminal organization Shadaloo.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	Hindi	English	Malayalam	Male	Male	Asian	Asian	India	Indian	Nice Game Survey I Love to play the game everyday	2	2	6	6	6	2	2	2	2	6	2	2	2	2	2	6	6	6	6	6	6	2	2	6	6	6	6
558	katarina	Brazil	women	Katarina Alves lost both her parents at a young age, and spent several years at an orphanage before being adopted by a man she'd never met. Initially, Katarina rebelled against him using a whole manner of profane language, but the man's kindness and patience eventually wore her hard exterior down. In time, they grew close, though her penchant for profane language remained. One day, Katarina's adoptive father vanished. As much as she wanted to find him, she lacked the money to do so. But then she learned of the King of Iron Fist Tournament. The savage techniques the man had taught her gave Katarina hope that she could win and take the cash prize. The day of the first match arrived, and the arena was none other than the roof of G Corporation's Millennium Tower. When Katarina first laid eyes on her opponent, all she saw was an enormous hulk of muscle. There was no way he could be human…	Sorry, but you're gonna have to die.	For a Male	She is currently searching for her missing adoptive father.	yes	yes	25-34	masters	both	both	yes	yes	daily	often	often	Tamil	Hindi	English	Malayalam	Male	Male	Asian	Asian	India	Indian	Nice Game Survey I Love to play the game everyday	2	2	6	6	2	2	2	2	2	2	6	2	2	2	2	6	6	6	6	6	6	6	2	6	6	6	6
543	juri	South Korea	women	Introduced in Super Street Fighter IV, Juri is a sadistic Tae Kwon Do expert with a cybernetic eye. She loathes Shadaloo for killing her parents, and wants nothing more than to see M. Bison dead.	Well then, where do you want me to break you first?	Antisocial	She is a brutal South Korean Taekwondo martial artist who derives pleasure from inflicting pain on others.	YES	yes	25-34	bachelors	both	tk7	yes	yes	daily	often	often	English	Hindi	Tamil		Male	Male	Asian	Asian	Indian	Indian	NICE STUDY	6	2	7	7	7	7	5	5	4	6	5	5	5	7	2	7	6	6	5	6	7	5	3	6	6	5	7
543	menat	Egypt	women	Making her Street Fighter debut, Menat is the apprentice of a famous fortune-teller. She fights with a crystal sphere that she controls with her soul power.	Have you considered your destiny? Do you believe in fate?	For a Female	She is the Soul Power wielding apprentice of Rose.	YES	yes	25-34	bachelors	both	tk7	yes	yes	daily	often	often	English	Hindi	Tamil		Male	Male	Asian	Asian	Indian	Indian	NICE STUDY	3	2	6	7	3	2	4	4	5	7	5	4	4	5	2	6	6	6	6	6	6	4	6	5	6	4	6
543	miguel	Spain	men	After losing his sister in an airstrike ordered by the Mishima Zaibatsu under the direction of Jin Kazama, Miguel Caballero Rojo devoted his life to seeking revenge. However, when Jin suddenly vanishes without a trace, Miguel's life purpose disappears along with him. From that point forward, Miguel began to wander like a specter from battle-torn town to battle-torn town. One day, as he ambled through rows of dilapidated buildings, he stumbled across a strangely familiar hooded man. There in front of him was none other than his sworn enemy, Jin. Consumed by both euphoria and rage, Miguel becomes frenzied and goes in for the kill.	You look like you're ready to lose.	For a Female	He fights to avenge his sister who is killed on her wedding day by Mishima Zaibatsu fighter jets.	YES	yes	25-34	bachelors	both	tk7	yes	yes	daily	often	often	English	Hindi	Tamil		Male	Male	Asian	Asian	Indian	Indian	NICE STUDY	3	3	5	6	5	2	4	2	6	6	3	4	3	6	3	6	5	6	7	6	6	4	5	6	6	3	5
543	urien	Unknown	men	First introduced in Street Fighter III: Second Impact, Urien is the vice president of the Illuminati. Unlike his benevolent brother, this self-serving tyrant is only interested in furthering his own interests.	Don't worry. I'll end you quickly.	Dominance	He is a ruthless former disciple of the Illuminati.	YES	yes	25-34	bachelors	both	tk7	yes	yes	daily	often	often	English	Hindi	Tamil		Male	Male	Asian	Asian	Indian	Indian	NICE STUDY	3	5	3	7	6	6	4	5	4	6	5	5	4	7	6	5	6	6	4	6	6	2	4	3	6	3	4
543	jack7	Russia	men	It was no secret that G Corporation was locked in a power struggle with the Mishima Zaibatsu. However, within G Corp itself, another battle was raging: the battle to create the ultimate next-gen humanoid weapon. On one side was the development team behind the Jack series led by Jane; on the other was the research team responsible for Gigas, a bio-enhanced super human. With his massive size and uncanny mobility, Gigas was hailed for his versatility in combat, and some saw him as more than capable of dislodging the Jack series from its position as G Corp's premier weapon. Both teams entered their weapons into the King of Iron Fist Tournament to decide once and for all which was the best.	…	For Duty	The various Jack models were originally created by the Mishima Zaibatsu and G Corporation for different purposes.	YES	yes	25-34	bachelors	both	tk7	yes	yes	daily	often	often	English	Hindi	Tamil		Male	Male	Asian	Asian	Indian	Indian	NICE STUDY	6	2	6	6	6	2	3	2	5	7	2	3	1	7	3	7	6	6	6	6	6	2	2	6	6	3	5
436	kolin	Unknown	women	First appearing in Street Fighter III as a non-playable character, Kolin is a member of the secret Illuminati organization. Gill gifted her the power of ice and she's been loyal to him ever since.	It's so nice to meet.	For Duty	She is a conniving and devoted agent of the Illuminati.	YES	yes	25-34	masters	both	both	yes	yes	weekly	often	occasionally	English	Hindi	Tamil	FRENCH	Male	Male	Hindu	Hindu	India	Indian	ITS NICE SURVEY AND VERY MUCH INTERESTING AND KNOW THE ALL OF THE PART STUDY IN  DEEPLY AND THIS IS VERY USEFUL SURVEY FOR ME.	2	4	5	7	6	1	2	2	2	6	2	2	5	7	2	7	7	6	7	7	4	3	2	7	6	6	6
436	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	YES	yes	25-34	masters	both	both	yes	yes	weekly	often	occasionally	English	Hindi	Tamil	FRENCH	Male	Male	Hindu	Hindu	India	Indian	ITS NICE SURVEY AND VERY MUCH INTERESTING AND KNOW THE ALL OF THE PART STUDY IN  DEEPLY AND THIS IS VERY USEFUL SURVEY FOR ME.	2	3	5	6	6	1	2	2	2	7	2	3	6	6	2	6	6	7	7	6	2	2	2	6	6	6	6
436	lili	Monaco	women	Lili entered the King of Iron Fist Tournament again without telling her father this time either. There she was anyway, smiling as the rapturous crowd looked on and her opponent entered the arena. Lili was set to fight Asuka Kazama, someone she had personally considered her greatest rival for many years. If Lili saw the look of annoyance on Asuka's face, it didn't show; she just walked elegantly to the center of the ring like she owned it, all the while thanking Lady Luck for the opportunity to fight her rival.	You surely don't believe… you can beat me?	For a Male	She clashes with her father over his dealings with devious Mishima Zaibatsu corporation.	YES	yes	25-34	masters	both	both	yes	yes	weekly	often	occasionally	English	Hindi	Tamil	FRENCH	Male	Male	Hindu	Hindu	India	Indian	ITS NICE SURVEY AND VERY MUCH INTERESTING AND KNOW THE ALL OF THE PART STUDY IN  DEEPLY AND THIS IS VERY USEFUL SURVEY FOR ME.	2	4	4	7	3	2	2	2	2	6	2	3	2	6	2	6	6	6	6	6	6	5	2	7	6	6	6
436	ibuki	Japan	women	First appearing in Street Fighter III: New Generation, Ibuki is a Japanese kunoichi and highschool student. She finds her ninja training tedious, preferring to slack off with her pet racoon dog, Don-chan.	I will finish this in no time!	For Duty	She is a young ninja-in-training from an ancient clan that would rather live a normal life of a modern Japanese teenager.	YES	yes	25-34	masters	both	both	yes	yes	weekly	often	occasionally	English	Hindi	Tamil	FRENCH	Male	Male	Hindu	Hindu	India	Indian	ITS NICE SURVEY AND VERY MUCH INTERESTING AND KNOW THE ALL OF THE PART STUDY IN  DEEPLY AND THIS IS VERY USEFUL SURVEY FOR ME.	2	5	3	7	4	2	2	2	2	6	2	2	2	6	2	6	6	6	7	7	6	4	2	6	7	6	6
436	katarina	Brazil	women	Katarina Alves lost both her parents at a young age, and spent several years at an orphanage before being adopted by a man she'd never met. Initially, Katarina rebelled against him using a whole manner of profane language, but the man's kindness and patience eventually wore her hard exterior down. In time, they grew close, though her penchant for profane language remained. One day, Katarina's adoptive father vanished. As much as she wanted to find him, she lacked the money to do so. But then she learned of the King of Iron Fist Tournament. The savage techniques the man had taught her gave Katarina hope that she could win and take the cash prize. The day of the first match arrived, and the arena was none other than the roof of G Corporation's Millennium Tower. When Katarina first laid eyes on her opponent, all she saw was an enormous hulk of muscle. There was no way he could be human…	Sorry, but you're gonna have to die.	For a Male	She is currently searching for her missing adoptive father.	YES	yes	25-34	masters	both	both	yes	yes	weekly	often	occasionally	English	Hindi	Tamil	FRENCH	Male	Male	Hindu	Hindu	India	Indian	ITS NICE SURVEY AND VERY MUCH INTERESTING AND KNOW THE ALL OF THE PART STUDY IN  DEEPLY AND THIS IS VERY USEFUL SURVEY FOR ME.	2	2	6	6	6	2	2	2	2	6	2	2	2	6	3	6	6	6	6	6	6	2	2	6	6	6	6
216	claudio	Italy	men	The Sirius Marksmen, a secret society of exorcists, has exerted a profound influence on European history for hundreds of years. The most powerful exorcist of the current generation is Claudio, who was visiting the Mishima Zaibatsu as their groups join forces to subdue a certain evil. After sharing information on the targets, Kazuya Mishima and Jin Kazama, Claudio left the control room only to be confronted by a young girl. He was about to call the guards when she demanded to be taken to Jin. A plan sprung to Claudio's mind. He led her to the roof, and with a grin prepared to face her in combat.	This is no place for amateurs.	For Duty	He is a leader of a secret Anti-Devil organization in combating the Devil Gene's threat.	Yes.	yes	25-34	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White, Caucasian	White	American, Usa	US American		2	6	2	6	3	5	2	6	5	5	5	4	3	3	4	4	4	2	2	3	2	2	2	2	2	2	3
216	lee	Japan	men	The adopted son of Heihachi Mishima, raised to be a rival for Kazuya Mishima. After abandoning the Zaibatsu for various reasons, he ended up idling his time away in the Bahamas as manager of his own company… until a certain event disturbed his permanent vacation and entwined his fate with the Zaibatsu once again.	Leave it to me. I won't disappoint.	For a Male	He is embroiled in a one-sided rivalry with his adoptive brother, Kazuya Mishima.	Yes.	yes	25-34	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White, Caucasian	White	American, Usa	US American		2	5	2	6	2	3	2	6	5	3	5	4	5	5	3	3	4	3	5	4	2	2	2	3	2	2	3
216	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	Yes.	yes	25-34	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White, Caucasian	White	American, Usa	US American		5	6	2	2	2	5	5	6	4	5	3	4	5	4	6	4	3	2	3	2	2	5	5	2	2	2	3
216	akumat7	Japan	men	A mysterious fighter… a demon. He finds himself in the middle of the Mishima blood feud by a pre-existing relationship with Kazumi, Hehiachi's wife. He makes his debut in TEKKEN 7 promising to fulfill a debt owed to Kazumi.	Can you withstand my power?	For a Male	He seeks to repay a debt to Kazumi Mishima for saving his life from an unknown critical situation.	Yes.	yes	25-34	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White, Caucasian	White	American, Usa	US American		5	4	3	4	6	3	5	7	5	7	1	6	5	3	3	3	3	1	5	2	2	1	5	2	1	2	2
216	nina	Ireland	women	After failing to apprehend Jin Kazama, Nina Williams decided it was time for her and the Mishima Zaibatsu to go their separate ways. On her first private assassination job, she was tasked with infiltrating a mafia wedding… posing as the bride! During the ceremony, a firefight broke out where Nina took out all her targets. However, the commotion had attracted the Tekken Force, who had been dispatched to suppress the violence, and they gave chase. With the Tekken Force in hot pursuit, Nina made her escape. That's when she bumped into a man she found vaguely familiar. The man wouldn't leave her alone. He seemed to have something he wanted to say to her… Nina decided that a confrontation was her best chance of escape.	You've got a date with death.	For Duty	She was contracted to assassinate the current head of Mishima Zaibatsu.	Yes.	yes	25-34	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Female	Female	White, Caucasian	White	American, Usa	US American		2	2	6	6	2	3	3	5	4	5	4	4	3	2	3	4	4	4	5	4	6	3	2	4	3	4	3
